ledger_key,id,object_type,original_claim,canonical_status,root_cause_invariant,affected_surface_files_data,owner_requirement,implementation_disposition,failing_before_evidence,changed_files_commits,tests,negative_failure_path_proof,integrated_proof,residual_risk,final_status
"DATA_ENTITY:DATA-003","DATA-003","DATA_ENTITY","organization_memberships: tenant membership","LIVE_SCHEMA_NOT_PROVEN","organization + user","private membership helper policies","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","identity/authorization","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-004","DATA-004","DATA_ENTITY","agent_profiles: operator/agent profile","LIVE_SCHEMA_NOT_PROVEN","user/organization","selected RLS migrations","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","PII","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-005","DATA-005","DATA_ENTITY","campaign_plans: campaign strategy and inputs","LIVE_SCHEMA_NOT_PROVEN","organization/campaign/user mixed","selected RLS migrations","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","business/marketing data","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-006","DATA-006","DATA_ENTITY","campaigns: campaign root state","LIVE_SCHEMA_NOT_PROVEN","organization or owner","mixed organization/user predicates","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","business/provider IDs","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-007","DATA-007","DATA_ENTITY","creative_assets: creative and provenance","LIVE_SCHEMA_NOT_PROVEN","campaign/user mixed","asset routes use user ownership","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","media/provider metadata","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-008","DATA-008","DATA_ENTITY","leads: prospect record","LIVE_SCHEMA_NOT_PROVEN","organization/campaign","service-role insert and tenant reads","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","name/email/phone/tracking","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-009","DATA-009","DATA_ENTITY","lead_assignments: lead ownership","LIVE_SCHEMA_NOT_PROVEN","organization/agent","migration/RLS selected","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","PII relation","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-010","DATA-010","DATA_ENTITY","lead_notifications: notification delivery state","LIVE_SCHEMA_NOT_PROVEN","organization/lead","migration/RLS selected","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","contact/provider state","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-011","DATA-011","DATA_ENTITY","lead_messages: inbound/outbound messages","LIVE_SCHEMA_NOT_PROVEN","organization/lead","RLS/idempotency migrations","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","message/phone","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-012","DATA-012","DATA_ENTITY","billing_subscriptions: subscription truth","LIVE_SCHEMA_NOT_PROVEN","organization/customer","service role and tenant reads","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","billing identifiers/status","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-013","DATA-013","DATA_ENTITY","stripe_webhook_events: webhook idempotency/order","LIVE_SCHEMA_NOT_PROVEN","platform/internal","service-role only hardening","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","provider event metadata","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-014","DATA-014","DATA_ENTITY","user_credits: credit balance","LIVE_SCHEMA_NOT_PROVEN","user/organization","selected RLS/service paths","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","financial usage","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-015","DATA-015","DATA_ENTITY","user_credit_ledger: credit transactions","LIVE_SCHEMA_NOT_PROVEN","user/organization","selected RLS/service paths","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","financial audit","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-016","DATA-016","DATA_ENTITY","provider_usage_limits: provider spend/limits","LIVE_SCHEMA_NOT_PROVEN","organization/provider","internal table hardening","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","financial controls","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-017","DATA-017","DATA_ENTITY","provider_usage_events: provider usage/idempotency","LIVE_SCHEMA_NOT_PROVEN","organization/campaign/provider","hardening migration order partially blocked","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","financial/provider data","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-018","DATA-018","DATA_ENTITY","system_jobs: async work and payload","LIVE_SCHEMA_NOT_PROVEN","user and organization mixed","direct grants revoked; service queries user-scoped","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","PII/provider payload","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-019","DATA-019","DATA_ENTITY","system_job_logs: job event/error/result","LIVE_SCHEMA_NOT_PROVEN","inherits job scope","service-role access","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","PII/errors/provider result","BLOCKED_BY_EXTERNAL_AUTHORITY"
"DATA_ENTITY:DATA-020","DATA-020","DATA_ENTITY","rate_limit_buckets: abuse throttling","LIVE_SCHEMA_NOT_PROVEN","bucket/scope","internal function access","","LOCAL_MIGRATION_RLS_AND_FIXTURE_PROOF","NOT_PROVEN","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","IP/key metadata","BLOCKED_BY_EXTERNAL_AUTHORITY"
